"SKMEL2_Untreated_1" "SKMEL2_Untreated_2" "SKMEL2_Untreated_3" "SKMEL2_Induced_18hours_1" "SKMEL2_Induced_18hours_2" "SKMEL2_Induced_18hours_3"
"ENSG00000042088" 365 443 560 441 362 405
"ENSG00000042286" 468 543 555 637 532 520
"ENSG00000042304" 0 1 2 2 0 3
"ENSG00000042317" 73 61 88 75 48 57
"ENSG00000042429" 87 100 91 103 78 69
"ENSG00000042445" 642 715 765 908 755 730
"ENSG00000042493" 1188 1483 1343 1806 1365 1397
"ENSG00000042753" 2355 2980 2686 3416 2827 2889
"ENSG00000042781" 102 110 113 139 86 92
"ENSG00000043039" 2 1 1 1 0 0
"ENSG00000043093" 1641 1829 1993 1995 1745 1757
"ENSG00000043143" 2813 3444 3825 4158 3295 3478
"ENSG00000043355" 8 6 13 9 6 7
"ENSG00000043462" 291 334 488 408 301 309
"ENSG00000043514" 536 618 695 729 560 592
"ENSG00000044090" 757 834 981 1051 778 791
"ENSG00000044115" 8395 10638 11353 10979 8881 9043
"ENSG00000044446" 1456 1949 2232 2226 1869 1552
"ENSG00000044459" 497 650 801 648 526 522
"ENSG00000044524" 178 165 213 285 238 233
"ENSG00000044574" 10370 12148 13106 12361 10047 10616
"ENSG00000046604" 67 79 79 71 67 53
"ENSG00000046647" 141 133 144 141 125 139
"ENSG00000046651" 406 471 543 568 438 444
"ENSG00000046653" 1574 1808 2067 1915 1538 1497
"ENSG00000046774" 3592 4399 4387 4921 3939 4055
"ENSG00000047056" 422 485 518 602 500 469
"ENSG00000047188" 1767 1853 2051 2224 1635 1599
"ENSG00000047230" 201 206 240 235 190 198
"ENSG00000047249" 1128 1232 1220 1500 1244 1228
"ENSG00000047315" 4244 5025 5624 5695 4514 4582
"ENSG00000047346" 325 317 390 434 332 315
"ENSG00000047365" 673 706 877 892 683 664
"ENSG00000047410" 5833 6670 8741 7462 5762 5665
"ENSG00000047457" 6 18 10 12 10 9
"ENSG00000047578" 545 637 730 886 637 655
"ENSG00000047579" 370 524 640 533 457 462
"ENSG00000047597" 256 292 367 354 298 278
"ENSG00000047617" 2 0 1 0 1 2
"ENSG00000047621" 643 770 915 808 645 660
"ENSG00000047634" 581 611 738 696 514 480
"ENSG00000047644" 482 517 652 628 460 483
"ENSG00000047662" 44 66 92 53 41 46
"ENSG00000047849" 7933 9708 11688 10581 8546 9137
"ENSG00000047932" 1101 1267 1438 1423 1225 1239
"ENSG00000047936" 47 32 51 53 39 38
"ENSG00000048028" 858 1005 1162 1093 870 874
"ENSG00000048052" 626 718 900 690 600 601
"ENSG00000048140" 653 793 830 930 788 771
"ENSG00000048162" 937 1191 1294 1143 989 1063
"ENSG00000048342" 557 676 776 739 622 582
"ENSG00000048392" 542 597 522 676 544 596
"ENSG00000048405" 1312 1236 1542 1575 1172 1199
"ENSG00000048462" 1 0 1 3 0 2
"ENSG00000048471" 329 391 428 521 409 413
"ENSG00000048540" 2 1 1 4 1 0
"ENSG00000048544" 791 963 959 1065 879 862
"ENSG00000048649" 1733 1845 2236 2098 1662 1590
"ENSG00000048707" 2139 2188 2502 2696 2052 2066
"ENSG00000048740" 4782 4443 5327 5603 3863 3701
"ENSG00000048828" 4104 4725 5858 5327 4272 4546
"ENSG00000048991" 814 956 1309 993 803 861
"ENSG00000049089" 301 429 538 491 385 343
"ENSG00000049130" 344 414 437 414 328 357
"ENSG00000049167" 142 203 169 214 170 160
"ENSG00000049192" 74 80 97 85 54 57
"ENSG00000049239" 731 766 854 1066 764 734
"ENSG00000049245" 2098 2605 3049 3111 2438 2540
"ENSG00000049246" 530 606 722 715 588 560
"ENSG00000049247" 0 0 0 2 1 1
"ENSG00000049249" 4 3 2 0 2 0
"ENSG00000049283" 2 4 4 3 1 1
"ENSG00000049323" 144 142 178 220 152 146
"ENSG00000049449" 2339 2885 3555 3039 2348 2392
"ENSG00000049540" 2 5 5 5 2 4
"ENSG00000049541" 1385 1784 2054 1618 1436 1547
"ENSG00000049618" 2478 2764 3457 3325 2544 2639
"ENSG00000049656" 1433 1789 1869 1965 1521 1742
"ENSG00000049759" 4881 5424 6336 6476 5212 5148
"ENSG00000049768" 3 8 5 9 6 0
"ENSG00000049769" 61 70 80 92 71 88
"ENSG00000049860" 3682 4454 4912 4765 3814 3789
"ENSG00000049883" 578 708 780 766 613 613
"ENSG00000050130" 791 993 1177 1135 921 875
"ENSG00000050165" 19 32 33 39 20 17
"ENSG00000050327" 7 12 6 9 3 5
"ENSG00000050344" 1334 1688 2063 1771 1457 1357
"ENSG00000050393" 838 982 1349 1086 898 896
"ENSG00000050405" 2681 3297 3854 3515 2924 2855
"ENSG00000050426" 540 668 712 739 588 519
"ENSG00000050438" 33 39 40 41 46 42
"ENSG00000050555" 39 29 57 70 42 49
"ENSG00000050628" 2 4 2 3 4 3
"ENSG00000050730" 0 2 3 3 0 0
"ENSG00000050748" 1050 1258 1466 1443 1125 1203
"ENSG00000050820" 429 659 806 645 597 574
"ENSG00000051009" 461 582 644 734 508 521
"ENSG00000051108" 589 776 785 848 676 682
"ENSG00000051128" 62 88 101 106 63 76
"ENSG00000051180" 359 472 427 389 359 352
"ENSG00000051341" 867 950 1162 1066 863 747
"ENSG00000051382" 2078 2417 2587 2704 2146 2263
"ENSG00000051523" 0 1 0 0 4 1
"ENSG00000051596" 79 113 121 107 107 96
"ENSG00000051620" 96 101 107 114 93 100
"ENSG00000051825" 924 1137 1374 1128 933 905
"ENSG00000052126" 801 884 1115 1077 829 778
"ENSG00000052344" 1 0 0 0 2 0
"ENSG00000052723" 2148 2287 2369 2544 2092 2025
"ENSG00000052749" 2487 3009 3329 3289 2666 2821
"ENSG00000052795" 1934 2013 2250 2535 2034 2056
"ENSG00000052802" 1147 1349 1341 1547 1072 1150
"ENSG00000052841" 2033 2196 2637 2449 1800 1751
"ENSG00000052850" 1 0 1 0 0 0
"ENSG00000053108" 9 9 15 14 8 9
"ENSG00000053254" 509 510 664 663 492 527
"ENSG00000053371" 703 884 853 913 804 846
"ENSG00000053372" 1411 1774 1889 1777 1534 1600
"ENSG00000053438" 5 11 14 20 15 4
"ENSG00000053501" 383 383 459 507 427 430
"ENSG00000053524" 10 16 19 19 20 7
"ENSG00000053702" 47 39 54 39 27 29
"ENSG00000053747" 36 35 32 48 34 6
"ENSG00000053770" 1054 1199 1238 1347 1085 1093
"ENSG00000053900" 496 596 530 641 487 512
"ENSG00000053918" 0 0 0 2 0 0
"ENSG00000054116" 911 1152 1295 1212 982 1003
"ENSG00000054118" 3854 4925 6434 5173 4345 4324
"ENSG00000054148" 307 416 423 440 386 355
"ENSG00000054179" 0 0 0 0 1 1
"ENSG00000054219" 6 9 0 4 1 5
"ENSG00000054267" 970 1080 1226 1178 930 918
"ENSG00000054277" 32 31 27 30 23 30
"ENSG00000054282" 241 353 439 325 278 292
"ENSG00000054356" 0 2 0 4 2 1
"ENSG00000054392" 256 297 353 306 252 261
"ENSG00000054523" 2911 3228 3620 3862 3207 3035
"ENSG00000054598" 228 275 365 296 226 283
"ENSG00000054611" 326 405 509 549 353 416
"ENSG00000054654" 4364 3527 4829 5001 3559 3489
"ENSG00000054690" 2563 2403 3153 3645 2513 2425
"ENSG00000054793" 239 230 280 323 230 249
"ENSG00000054938" 0 1 0 1 1 0
"ENSG00000054965" 1673 1765 2143 2354 1734 1793
"ENSG00000054967" 112 152 164 129 133 134
"ENSG00000054983" 854 1016 1071 1193 918 922
"ENSG00000055044" 3633 4569 5002 4560 3848 3928
"ENSG00000055070" 1869 2591 2993 2637 2251 2322
"ENSG00000055118" 1 0 1 2 0 0
"ENSG00000055130" 2382 2994 3391 3125 2582 2561
"ENSG00000055147" 726 784 921 887 728 749
"ENSG00000055163" 551 606 718 738 521 603
"ENSG00000055208" 2357 2840 3841 3096 2543 2616
"ENSG00000055211" 517 562 623 629 510 499
"ENSG00000055332" 2396 2719 3499 2963 2439 2388
"ENSG00000055483" 1279 1572 2022 1662 1321 1350
"ENSG00000055609" 3153 3030 3821 3901 2800 2881
"ENSG00000055732" 1166 1255 1380 1506 1231 1018
"ENSG00000055917" 3069 3225 3652 3913 3030 3138
"ENSG00000055950" 686 795 907 949 745 761
"ENSG00000055955" 0 0 0 1 0 1
"ENSG00000056050" 538 649 871 695 589 544
"ENSG00000056097" 2113 2478 3168 2724 2122 2197
"ENSG00000056277" 280 323 362 362 252 258
"ENSG00000056291" 412 500 569 567 434 465
"ENSG00000056558" 580 675 734 747 605 554
"ENSG00000056586" 2186 2436 2571 2809 2262 2186
"ENSG00000056736" 69 65 82 79 66 60
"ENSG00000056972" 953 1146 1511 1384 1108 1165
"ENSG00000056998" 2132 2445 2596 3028 2211 2431
"ENSG00000057019" 9416 11073 12345 11858 9652 9777
"ENSG00000057252" 3347 3870 3846 4534 3488 3673
"ENSG00000057294" 4 5 1 5 1 0
"ENSG00000057468" 0 4 2 1 1 0
"ENSG00000057593" 0 0 1 1 0 0
"ENSG00000057608" 7019 8667 9535 9087 7425 7584
"ENSG00000057657" 4 4 10 7 3 4
"ENSG00000057663" 598 740 705 859 684 695
"ENSG00000057704" 231 320 324 366 306 359
"ENSG00000057757" 798 950 1105 968 825 860
"ENSG00000057935" 620 775 997 854 683 677
"ENSG00000058056" 1909 2326 2625 2567 1972 2079
"ENSG00000058063" 2766 3045 3508 3541 2740 2765
"ENSG00000058085" 66 56 40 64 68 5
"ENSG00000058091" 43 47 39 60 44 37
"ENSG00000058262" 6957 8462 8604 9628 7722 8090
"ENSG00000058272" 2055 2267 2859 2630 2031 2098
"ENSG00000058335" 575 725 856 784 649 602
"ENSG00000058404" 8 8 18 17 13 12
"ENSG00000058453" 396 433 565 542 413 407
"ENSG00000058600" 1019 1133 1382 1267 1016 983
"ENSG00000058668" 3821 3817 4751 5017 3602 3776
"ENSG00000058673" 6 10 11 12 5 10
"ENSG00000058729" 743 955 1057 989 852 860
"ENSG00000058799" 433 506 650 593 463 484
"ENSG00000058804" 2536 3015 3059 2921 2551 2487
"ENSG00000058866" 282 330 411 402 328 356
"ENSG00000059122" 146 200 210 239 212 208
"ENSG00000059145" 101 103 136 138 120 111
"ENSG00000059377" 116 136 127 166 116 132
"ENSG00000059378" 676 728 845 917 662 691
"ENSG00000059573" 2480 2952 3064 3173 2415 2697
"ENSG00000059588" 573 631 655 749 554 557
"ENSG00000059691" 579 694 775 811 639 629
"ENSG00000059728" 97 100 117 120 96 90
"ENSG00000059758" 1106 1121 1219 1426 1145 1119
"ENSG00000059769" 228 264 325 312 225 209
"ENSG00000059804" 471 476 518 691 467 459
"ENSG00000059915" 7 13 8 9 10 7
"ENSG00000060069" 458 591 674 659 496 550
"ENSG00000060138" 2200 2636 3068 2996 2255 2375
"ENSG00000060140" 2 0 5 2 1 5
"ENSG00000060237" 8874 9435 12957 11296 8867 9101
"ENSG00000060303" 1 0 3 1 1 1
"ENSG00000060339" 1984 2317 2963 2680 2081 2040
"ENSG00000060491" 1097 1457 1699 1479 1319 1337
"ENSG00000060558" 1 2 3 3 2 2
"ENSG00000060566" 10 3 11 16 10 8
"ENSG00000060642" 267 301 361 442 300 283
"ENSG00000060656" 173 205 251 251 200 216
"ENSG00000060688" 854 1052 1163 1065 844 875
"ENSG00000060718" 97 112 138 121 87 58
"ENSG00000060749" 4798 5430 6731 6151 4596 4815
"ENSG00000060762" 274 351 325 330 242 256
"ENSG00000060971" 590 732 699 754 645 664
"ENSG00000060982" 167 262 230 251 216 207
"ENSG00000061273" 184 256 288 266 228 225
"ENSG00000061337" 1641 2030 2471 2236 1758 1949
"ENSG00000061656" 17 22 23 17 18 21
"ENSG00000061676" 5881 6714 7290 7491 6117 6171
"ENSG00000061794" 1083 1259 1425 1312 1055 1174
"ENSG00000061918" 105 145 162 123 108 125
"ENSG00000061936" 936 1192 1571 1285 1007 1034
"ENSG00000061938" 548 632 745 790 677 641
"ENSG00000061987" 1474 1520 1710 1806 1401 1342
"ENSG00000062038" 38 50 79 57 53 46
"ENSG00000062194" 2032 2289 2593 2509 2116 1929
"ENSG00000062282" 83 101 101 117 94 106
"ENSG00000062370" 270 264 346 348 273 243
"ENSG00000062485" 2794 3382 3672 3551 2959 3048
"ENSG00000062524" 1 2 1 2 0 2
"ENSG00000062582" 2 13 6 8 3 5
"ENSG00000062598" 834 936 1169 1058 899 859
"ENSG00000062650" 2134 2444 2787 2791 2147 2220
"ENSG00000062716" 3200 4092 4552 4178 3630 3419
"ENSG00000062725" 1199 1371 1514 1587 1222 1222
"ENSG00000062822" 846 1074 1215 1118 912 917
"ENSG00000063015" 4 1 3 4 1 4
"ENSG00000063046" 6146 6902 8022 7856 6027 6317
"ENSG00000063127" 33 40 53 66 50 38
"ENSG00000063169" 156 194 262 217 171 200
"ENSG00000063176" 201 261 315 329 256 272
"ENSG00000063177" 4174 5223 5179 5509 4715 4737
"ENSG00000063180" 63 91 114 81 74 72
"ENSG00000063241" 303 386 376 420 371 396
"ENSG00000063244" 3202 4082 4953 4400 3657 3729
"ENSG00000063245" 1136 1454 1768 1670 1347 1360
"ENSG00000063322" 543 664 898 710 607 613
"ENSG00000063438" 13 17 16 21 19 24
"ENSG00000063587" 502 546 661 651 502 513
"ENSG00000063601" 847 991 1101 1173 920 914
"ENSG00000063660" 399 531 626 591 505 519
"ENSG00000063761" 239 274 306 315 274 267
"ENSG00000063854" 280 338 408 394 323 345
"ENSG00000063978" 1673 2051 2356 2176 1882 1960
"ENSG00000064012" 1012 1240 1398 1443 1122 1158
"ENSG00000064042" 75 130 188 99 96 104
"ENSG00000064102" 1647 1898 2188 1996 1540 1620
"ENSG00000064115" 2057 2385 2412 2822 2171 2173
"ENSG00000064195" 1 1 1 1 0 2
"ENSG00000064199" 36 39 42 32 27 34
"ENSG00000064201" 0 0 0 2 0 0
"ENSG00000064205" 3 7 3 5 4 5
"ENSG00000064225" 5402 5671 6213 7463 5464 5359
"ENSG00000064270" 3 4 5 11 8 5
"ENSG00000064300" 787 1169 1346 881 840 880
"ENSG00000064309" 314 365 422 388 321 329
"ENSG00000064313" 974 1111 1285 1207 1019 1045
"ENSG00000064393" 6357 6052 8105 8604 5972 6441
"ENSG00000064419" 2733 3514 4003 3610 2984 3111
"ENSG00000064489" 0 1 1 0 0 0
"ENSG00000064490" 265 374 397 379 289 396
"ENSG00000064545" 150 193 211 258 193 169
"ENSG00000064547" 9 13 27 14 16 13
"ENSG00000064601" 2493 3197 4260 3807 2946 3131
"ENSG00000064607" 2019 2379 2758 2521 2093 1901
"ENSG00000064651" 2711 2927 3082 3592 2825 2587
"ENSG00000064652" 718 858 1162 954 717 753
"ENSG00000064655" 1 1 0 0 0 3
"ENSG00000064666" 1058 1306 1727 1214 1093 1136
"ENSG00000064687" 60 102 118 126 109 104
"ENSG00000064692" 1 1 0 2 0 0
"ENSG00000064703" 1229 1495 1648 1526 1309 1292
"ENSG00000064726" 2335 2657 3036 3067 2431 2400
"ENSG00000064763" 391 412 520 471 408 405
"ENSG00000064787" 2 0 1 3 4 1
"ENSG00000064886" 4 14 16 14 13 9
"ENSG00000064932" 595 748 906 848 710 681
"ENSG00000064933" 595 649 752 731 606 553
"ENSG00000064961" 1732 2375 3301 2279 2090 2144
"ENSG00000064989" 10 18 18 23 13 11
"ENSG00000064995" 389 470 408 492 424 456
"ENSG00000064999" 9649 9845 10829 11702 7598 7662
"ENSG00000065000" 4270 5179 6679 6011 4732 5064
"ENSG00000065029" 313 374 443 413 332 321
"ENSG00000065054" 142 163 223 191 153 177
"ENSG00000065057" 178 227 196 231 199 191
"ENSG00000065060" 988 1148 1357 1432 971 1072
"ENSG00000065135" 5856 6793 6633 7895 6389 6285
"ENSG00000065150" 3256 3852 4384 3921 3348 3376
"ENSG00000065154" 4640 5092 5021 6053 4833 4850
"ENSG00000065183" 7194 8334 9299 9196 7247 7445
"ENSG00000065243" 2601 2924 3392 3321 2678 2726
"ENSG00000065268" 486 592 636 677 540 581
"ENSG00000065308" 2004 2388 2617 2549 2026 2157
"ENSG00000065320" 2 2 5 5 0 1
"ENSG00000065325" 1 1 0 0 2 0
"ENSG00000065328" 1105 1382 1708 1368 1155 1160
"ENSG00000065357" 29 37 50 48 32 34
"ENSG00000065361" 14172 16011 18999 19482 14724 14592
"ENSG00000065371" 191 179 223 246 160 168
"ENSG00000065413" 957 1043 1298 1302 976 932
"ENSG00000065427" 4487 5698 6535 5738 4740 4996
"ENSG00000065457" 918 1003 1131 1140 956 876
"ENSG00000065485" 476 551 671 602 490 467
"ENSG00000065491" 227 269 314 318 217 269
"ENSG00000065518" 1264 1603 1962 1795 1439 1391
"ENSG00000065526" 2826 3000 4115 3673 2749 2761
"ENSG00000065534" 611 715 868 779 641 646
"ENSG00000065548" 2880 3337 4122 3628 3012 3004
"ENSG00000065559" 350 400 460 489 414 387
"ENSG00000065600" 313 388 413 393 330 316
"ENSG00000065609" 0 0 1 5 5 2
"ENSG00000065613" 1927 2187 2705 2451 1985 2014
"ENSG00000065615" 823 940 966 978 843 893
"ENSG00000065618" 18 13 7 16 15 4
"ENSG00000065621" 106 125 120 133 120 100
"ENSG00000065665" 228 229 277 276 231 172
"ENSG00000065675" 1 1 1 2 1 1
"ENSG00000065717" 4 5 15 12 10 9
"ENSG00000065802" 851 982 962 1169 907 916
"ENSG00000065809" 467 517 577 585 496 491
"ENSG00000065833" 887 917 1047 1183 951 952
"ENSG00000065882" 1262 1572 1832 1638 1296 1339
"ENSG00000065883" 1352 1500 2006 1837 1465 1519
"ENSG00000065911" 1973 2208 2251 2284 1940 1876
"ENSG00000065923" 395 426 514 526 356 374
"ENSG00000065970" 500 527 642 680 518 494
"ENSG00000065978" 3223 4007 5100 4125 3499 3768
"ENSG00000065989" 16 16 25 27 21 19
"ENSG00000066027" 935 1161 1185 1243 999 995
"ENSG00000066032" 31 30 36 38 36 27
"ENSG00000066044" 2375 2874 3140 3022 2559 2478
"ENSG00000066056" 0 1 3 2 0 0
"ENSG00000066084" 4587 4936 5552 6013 4599 4746
"ENSG00000066117" 2230 2765 3382 3011 2443 2530
"ENSG00000066135" 936 1152 1194 1189 969 923
"ENSG00000066136" 820 1016 1212 1103 912 922
"ENSG00000066185" 14 25 29 35 27 13
"ENSG00000066230" 4 4 6 8 9 4
"ENSG00000066248" 2 5 1 4 4 4
"ENSG00000066279" 3215 3977 4983 3660 3499 3353
"ENSG00000066294" 2 1 5 4 2 2
"ENSG00000066322" 1238 1545 1704 1693 1425 1430
"ENSG00000066336" 1 1 4 4 1 0
"ENSG00000066379" 79 99 85 125 77 102
"ENSG00000066382" 3 5 1 6 3 5
"ENSG00000066405" 14 6 8 10 7 6
"ENSG00000066422" 2293 2495 2890 2813 2181 2157
"ENSG00000066427" 504 526 574 597 519 532
"ENSG00000066455" 928 1158 1416 1197 978 1002
"ENSG00000066557" 571 616 690 649 559 499
"ENSG00000066583" 826 1029 1098 1061 873 851
"ENSG00000066629" 4 3 2 2 3 5
"ENSG00000066651" 337 372 416 378 333 291
"ENSG00000066654" 1156 1265 1581 1541 1281 1313
"ENSG00000066697" 939 1167 1367 1287 1109 1102
"ENSG00000066735" 3 1 1 1 2 3
"ENSG00000066739" 1494 1504 1732 1816 1391 1426
"ENSG00000066777" 1940 2161 2426 2611 1940 1967
"ENSG00000066813" 0 2 1 1 1 0
"ENSG00000066827" 270 359 362 366 276 320
"ENSG00000066855" 656 798 752 803 691 729
"ENSG00000066923" 172 208 240 248 170 181
"ENSG00000066926" 505 580 660 687 578 515
"ENSG00000066933" 1257 1384 1511 1494 1192 1189
"ENSG00000067048" 2715 2990 3318 3325 2646 2579
"ENSG00000067057" 1875 2425 2987 2463 2170 2273
"ENSG00000067064" 1299 1455 1564 1728 1427 1346
"ENSG00000067066" 793 879 998 1058 796 823
"ENSG00000067082" 2434 2886 3256 3206 2589 2591
"ENSG00000067113" 221 259 295 230 221 269
"ENSG00000067141" 1840 1977 2528 2552 1899 2062
"ENSG00000067167" 3305 3647 4408 4121 3348 3506
"ENSG00000067177" 1 4 5 0 2 3
"ENSG00000067182" 653 870 1065 858 739 794
"ENSG00000067191" 34 48 53 49 42 39
"ENSG00000067208" 1173 1322 1371 1481 1091 1161
"ENSG00000067221" 121 151 167 174 128 140
"ENSG00000067225" 30248 38741 44911 45978 38978 41057
"ENSG00000067248" 837 1078 1225 1161 1000 979
"ENSG00000067334" 2314 2767 3340 2970 2565 2402
"ENSG00000067365" 168 211 253 254 165 187
"ENSG00000067369" 2166 2295 2702 2719 2076 2235
"ENSG00000067445" 799 870 1027 1131 833 858
"ENSG00000067533" 879 1122 1259 1124 960 936
"ENSG00000067560" 10642 13078 15161 13589 11292 11896
"ENSG00000067596" 1656 2106 2324 2275 1811 1940
"ENSG00000067601" 19 16 23 32 13 18
"ENSG00000067606" 343 456 534 468 374 373
"ENSG00000067646" 420 466 503 514 426 478
"ENSG00000067704" 3923 4533 4507 5063 4022 4138
"ENSG00000067715" 5 11 10 13 8 14
"ENSG00000067798" 286 384 457 344 286 254
"ENSG00000067829" 420 569 684 547 430 487
"ENSG00000067836" 53 74 110 89 73 70
"ENSG00000067840" 22 23 29 30 24 20
"ENSG00000067900" 2057 2114 2686 2618 2055 2071
"ENSG00000067955" 2193 2784 2883 2872 2392 2444
"ENSG00000067992" 199 262 284 265 215 268
"ENSG00000068001" 471 613 702 682 525 578
"ENSG00000068024" 664 723 855 884 735 708
"ENSG00000068028" 169 248 185 214 178 143
"ENSG00000068078" 101 149 136 126 125 121
"ENSG00000068079" 583 742 721 898 714 727
"ENSG00000068097" 517 675 761 696 599 592
"ENSG00000068120" 1815 2273 2434 2441 2029 2147
"ENSG00000068137" 112 133 170 165 107 122
"ENSG00000068305" 1276 1385 1826 1633 1265 1302
"ENSG00000068308" 846 1036 1398 1119 1008 942
"ENSG00000068323" 546 685 811 748 620 626
"ENSG00000068354" 197 251 311 280 231 244
"ENSG00000068366" 3174 3200 3451 3768 2879 3056
"ENSG00000068383" 320 413 419 379 316 327
"ENSG00000068394" 272 313 322 314 254 298
"ENSG00000068400" 391 459 615 539 360 408
"ENSG00000068438" 590 722 846 759 603 621
"ENSG00000068489" 1180 1759 1964 1513 1399 1488
"ENSG00000068615" 6 4 4 6 2 2
"ENSG00000068650" 1493 1715 2140 2281 1610 1702
"ENSG00000068654" 2751 3034 3568 3645 2829 2976
"ENSG00000068697" 1658 2005 1948 2309 1764 1832
"ENSG00000068724" 138 161 176 204 131 145
"ENSG00000068745" 705 866 1083 1005 857 819
"ENSG00000068784" 534 691 851 735 533 556
"ENSG00000068796" 1993 2319 2771 2445 1950 2085
"ENSG00000068831" 0 1 0 0 0 1
"ENSG00000068878" 4397 4987 5860 5701 4596 4754
"ENSG00000068885" 341 412 427 460 319 306
"ENSG00000068903" 187 276 262 286 205 232
"ENSG00000068912" 1515 1758 2000 2043 1587 1518
"ENSG00000068971" 71 90 87 123 69 84
"ENSG00000068976" 4 5 1 1 3 1
"ENSG00000068985" 0 4 4 7 5 4
"ENSG00000069011" 1 0 0 2 1 0
"ENSG00000069020" 117 77 129 104 91 89
"ENSG00000069122" 1 2 1 2 1 1
"ENSG00000069188" 12 19 30 16 18 23
"ENSG00000069248" 1212 1368 1337 1513 1203 1221
"ENSG00000069275" 8291 9342 10485 10167 8272 8209
"ENSG00000069329" 3542 4129 4293 4531 3889 3933
"ENSG00000069345" 1813 2197 2466 2331 1877 2037
"ENSG00000069399" 7 14 33 15 13 16
"ENSG00000069424" 808 1037 1102 1232 946 934
"ENSG00000069431" 1 0 0 1 1 1
"ENSG00000069493" 194 194 253 282 188 190
"ENSG00000069509" 157 185 211 212 171 153
"ENSG00000069667" 93 89 85 96 75 83
"ENSG00000069696" 3 9 2 8 5 9
"ENSG00000069702" 763 803 880 861 656 684
"ENSG00000069764" 2 2 1 2 1 1
"ENSG00000069812" 10 7 6 8 7 6
"ENSG00000069849" 6671 7729 7639 8723 6987 7003
"ENSG00000069869" 968 1160 1270 1211 1027 1018
"ENSG00000069943" 379 443 515 492 424 403
"ENSG00000069956" 1360 1658 1747 1721 1478 1438
"ENSG00000069966" 362 407 411 468 374 368
"ENSG00000069974" 1487 1707 1787 2311 1786 1831
"ENSG00000069998" 189 245 234 270 246 212
"ENSG00000070010" 1281 1647 2015 1657 1364 1517
"ENSG00000070018" 2781 2737 3264 3531 2472 2586
"ENSG00000070019" 19 21 20 21 27 29
"ENSG00000070031" 2 1 2 1 3 0
"ENSG00000070047" 1459 1880 2506 2053 1770 1838
"ENSG00000070061" 1318 1499 1428 1728 1335 1333
"ENSG00000070081" 709 831 1111 914 704 789
"ENSG00000070087" 3082 3800 3853 4048 3146 3210
"ENSG00000070159" 484 533 666 633 521 470
"ENSG00000070182" 15 23 17 17 17 10
"ENSG00000070190" 3 3 3 5 4 2
"ENSG00000070214" 5575 6371 6919 7175 5587 5502
"ENSG00000070269" 573 603 738 803 621 654
"ENSG00000070366" 319 310 441 350 352 346
"ENSG00000070367" 2816 3144 3317 3708 3013 2856
"ENSG00000070371" 133 150 152 197 142 169
"ENSG00000070388" 5 6 15 12 7 7
"ENSG00000070404" 105 163 198 152 152 121
"ENSG00000070413" 1176 1321 1638 1614 1330 1380
"ENSG00000070423" 435 596 762 666 554 579
"ENSG00000070444" 267 357 398 479 329 335
"ENSG00000070476" 564 611 734 795 593 642
"ENSG00000070495" 738 887 1016 933 818 757
"ENSG00000070501" 604 705 790 725 639 615
"ENSG00000070526" 5 7 6 11 6 9
"ENSG00000070540" 699 911 1043 911 756 816
"ENSG00000070601" 0 0 0 1 7 0
"ENSG00000070610" 976 1135 1331 1311 1033 1002
"ENSG00000070614" 3790 4527 5431 5435 4430 4607
"ENSG00000070669" 13 21 12 14 14 22
"ENSG00000070718" 943 1079 1146 1267 926 846
"ENSG00000070729" 0 0 0 1 0 1
"ENSG00000070731" 77 109 110 121 108 126
